Career,Citizenship,Nationality,Year_of_Study,Gender,Department,Housing_Type,Events_Volunteered,Events_Participated,Activities_Interested,Activities_Passionate,Stress_Level,Student_Life_Satisfaction,Effort_For_Interaction,Response_ID,Societies_Participation,Clubs_Participation,Academic_Stress,Financial_Stress,Family_Stress,Friend_Stress
UGRD,Country Citizen,Singapore,3,F,School of Foreign College,Out of Campus,4,0,3,3,6,2,3,1556,No,No,Yes,No,Yes,Yes
GRAD,Foreigner,British National Overseas,2,M,School of Engineering,Residences,0,3,3,1,2,1,1,1557,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,M,School of Arts & Social Science,Out of Campus,0,2,3,1,5,2,2,1558,Yes,No,Yes,No,No,Yes
UGRD,Foreigner,China,4,F,School of Engineering,Out of Campus,2,2,2,2,2,2,2,1559,Yes,No,Yes,No,No,No
NGRD,Foreigner,China,1,F,School of Exchange Students,Halls,0,1,4,4,2,2,2,1560,No,Yes,Yes,No,No,Yes
NGRD,Foreigner,China,1,F,School of Exchange Students,Halls,0,1,5,5,2,2,2,1561,No,No,Yes,No,No,No
UGRD,Permanent Resident,Malaysia,4,F,School of Engineering,Out of Campus,0,1,3,3,3,2,1,1562,Yes,No,Yes,Yes,No,No
NGRD,Foreigner,Canada,1,F,School of Exchange Students,Residential Colleges,0,1,3,1,3,2,2,1563,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,0,0,4,2,2,2,2,1564,No,No,Yes,Yes,No,No
NGRD,Foreigner,France,1,F,School of Exchange Students,Residential Colleges,0,1,4,3,2,3,3,1565,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Design & Environment,Out of Campus,0,1,1,1,1,2,2,1566,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Out of Campus,2,2,2,2,2,2,2,1567,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Out of Campus,2,2,1,2,1,2,2,1568,No,Yes,No,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,3,2,3,5,4,3,2,1569,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Arts & Social Science,Out of Campus,0,1,2,3,3,2,1,1570,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Arts & Social Science,Out of Campus,4,2,3,7,7,2,3,1571,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Residences,3,5,2,1,2,3,1,1572,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Residential Colleges,0,2,3,3,1,3,2,1573,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Medicine1,Out of Campus,1,1,2,2,1,2,2,1574,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Halls,1,3,1,1,1,3,3,1575,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Residences,0,2,2,2,4,1,1,1576,No,Yes,Yes,No,No,No
GRAD,Foreigner,India,2,M,School of Systems Science,Out of Campus,0,2,3,2,3,3,2,1577,No,Yes,Yes,No,No,No
GRAD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,1,2,2,1,1,2,2,1578,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,0,3,5,8,9,3,3,1579,Yes,Yes,Yes,Yes,Yes,Yes
GRAD,Foreigner,India,1,M,School of Systems Science,Out of Campus,0,2,4,2,2,2,2,1580,Yes,No,Yes,No,No,No
UGRD,Permanent Resident,China,3,F,School of Law,Out of Campus,1,2,2,2,2,2,2,1581,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Multi Disciplinary Programme,Out of Campus,0,0,4,4,2,2,3,1582,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,3,2,2,2,4,2,2,1583,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,1,M,School of Business School,Out of Campus,0,1,3,3,1,2,2,1584,No,No,Yes,No,No,No
UGRD,Permanent Resident,India,2,M,School of Multi Disciplinary Programme,Out of Campus,1,2,4,2,3,2,3,1585,Yes,No,Yes,Yes,No,No
NGRD,Foreigner,Canada,1,F,School of Exchange Students,Halls,0,2,2,3,3,3,3,1586,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Design & Environment,Out of Campus,0,1,4,3,1,2,2,1587,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,1,1,1,1,4,2,2,1588,Yes,No,Yes,No,No,No
NGRD,Foreigner,United States,1,F,School of Exchange Students,Residences,0,2,5,10,4,3,2,1589,No,No,Yes,No,No,No
UGRD,Foreigner,India,1,M,School of Arts & Social Science,Halls,1,3,3,2,3,2,2,1590,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Medicine1,Halls,0,1,3,2,3,1,1,1591,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,2,4,3,5,2,2,1,1592,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,0,0,3,5,3,2,2,1593,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,0,2,1,1,2,2,2,1594,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residential Colleges,0,2,3,6,6,2,2,1595,Yes,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,3,1,3,2,3,1,3,1596,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,0,0,2,2,2,2,1,1597,No,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Medicine1,Out of Campus,5,0,3,2,3,2,2,1598,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Design & Environment,Out of Campus,0,2,4,10,4,1,2,1599,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,4,3,4,2,1,1,2,1600,Yes,Yes,No,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Out of Campus,2,1,3,4,5,1,2,1601,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,1,1,4,3,4,1,1,1602,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,2,4,3,6,7,2,2,1603,Yes,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,F,School of Law,Out of Campus,3,3,4,2,5,2,3,1604,Yes,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,M,School of Arts & Social Science,Out of Campus,5,1,3,3,4,2,2,1605,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Design & Environment,Out of Campus,1,2,1,1,9,2,2,1606,Yes,No,Yes,Yes,Yes,Yes
NGRD,Foreigner,Canada,1,F,School of Exchange Students,Halls,4,2,3,7,2,2,2,1607,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Out of Campus,2,2,3,3,4,1,1,1608,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,M,School of Science,Residences,1,1,2,3,3,2,1,1609,No,No,Yes,Yes,No,No
GRAD,Foreigner,Indonesia,1,M,School of Science,Residences,0,1,5,1,2,2,3,1610,No,No,Yes,Yes,No,No
GRAD,Country Citizen,Singapore,1,F,School of Engineering,Out of Campus,0,0,7,4,3,1,2,1611,No,No,No,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Design & Environment,Out of Campus,0,1,1,3,6,2,2,1612,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,0,3,6,3,1,2,1613,No,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,0,1,2,3,2,1,2,1614,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,0,1,6,6,4,2,3,1615,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Engineering,Out of Campus,0,2,3,3,3,2,2,1616,No,Yes,Yes,No,No,Yes
UGRD,Permanent Resident,Myanmar,4,M,School of Engineering,Out of Campus,0,2,3,1,2,2,1,1617,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Business School,Out of Campus,1,2,1,2,2,2,2,1618,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Out of Campus,0,1,3,4,2,2,2,1619,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,3,3,7,10,1,3,3,1620,Yes,Yes,No,Yes,No,No
GRAD,Foreigner,China,2,M,School of Science,Residences,0,1,3,1,2,2,2,1621,No,No,Yes,Yes,No,No
UGRD,Permanent Resident,Myanmar,2,M,School of Engineering,Out of Campus,0,0,1,2,1,2,3,1622,No,No,Yes,No,No,No
GRAD,Foreigner,Indonesia,2,M,School of Science,Halls,0,1,5,4,3,2,2,1623,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Foreign College,Out of Campus,0,1,1,1,4,2,2,1624,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Residential Colleges,2,4,3,4,4,2,2,1625,Yes,Yes,Yes,No,No,Yes
NGRD,Foreigner,United States,1,M,School of Exchange Students,Residences,0,0,4,2,6,2,3,1626,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Computing,Out of Campus,3,2,5,8,5,3,2,1627,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,0,1,2,1,2,1,0,1628,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,0,2,1,1,2,2,1629,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Out of Campus,2,0,2,1,3,2,1,1630,No,No,No,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Science,Residential Colleges,2,0,1,3,3,2,2,1631,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Computing,Out of Campus,2,3,5,5,5,1,2,1632,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Business School,Halls,1,1,1,1,2,2,1,1633,No,No,Yes,No,No,No
UGRD,Foreigner,Malaysia,4,M,School of Engineering,Out of Campus,5,2,4,2,3,3,2,1634,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,M,School of Science,Out of Campus,2,2,3,2,4,3,1,1635,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,1,4,3,3,2,1,1636,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Foreign College,Out of Campus,0,1,3,2,2,2,3,1637,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,0,0,1,1,2,1,2,1638,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Arts & Social Science,Residential Colleges,4,2,3,7,4,2,2,1639,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,2,3,3,5,2,1,1640,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,4,M,School of Science,Out of Campus,1,1,1,1,1,3,3,1641,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Design & Environment,Halls,0,0,2,5,1,2,3,1642,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Arts & Social Science,Halls,0,1,2,5,2,2,1,1643,Yes,No,Yes,No,No,No
GRAD,Country Citizen,Singapore,3,F,School of International Science,Out of Campus,0,0,3,2,3,2,3,1644,No,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Halls,2,1,2,2,3,1,1,1645,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,0,2,1,3,3,2,2,1646,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,0,1,2,1,2,2,2,1647,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Design & Environment,Out of Campus,4,1,1,4,2,3,2,1648,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,1,3,7,5,2,1,1649,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Residential Colleges,0,2,3,5,1,3,2,1650,No,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Computing,Out of Campus,0,0,3,3,1,2,2,1651,No,No,Yes,No,No,No
UGRD,Permanent Resident,Malaysia,3,F,School of Science,Out of Campus,1,1,2,2,2,2,2,1652,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Multi Disciplinary Programme,Out of Campus,0,1,1,2,1,2,2,1653,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residential Colleges,2,2,1,9,6,2,1,1654,Yes,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,0,1,1,2,3,2,1,1655,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residential Colleges,0,1,2,1,3,2,1,1656,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,3,2,2,6,2,2,2,1657,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,2,1,2,1,3,2,3,1658,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Business School,Residences,4,2,7,6,4,2,2,1659,No,No,Yes,Yes,No,No
GRAD,Country Citizen,Singapore,2,M,School of Medicine2,Out of Campus,4,2,3,2,2,3,2,1660,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,3,1,4,2,5,2,2,1661,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,0,1,1,1,2,2,2,1662,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,1,1,1,2,1,2,2,1663,No,No,Yes,No,No,No
UGRD,Permanent Resident,Malaysia,2,F,School of Science,Halls,1,3,2,3,3,2,2,1664,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,2,4,2,2,3,2,1665,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,2,1,3,4,2,1,2,1666,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Business School,Residential Colleges,3,2,5,6,6,2,2,1667,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,1,0,2,2,1,2,2,1668,No,No,No,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Law,Out of Campus,0,3,3,1,2,2,2,1669,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,3,3,4,5,3,2,2,1670,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Halls,3,1,3,6,2,2,2,1671,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,3,1,3,3,3,1,2,1672,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Medicine1,Out of Campus,1,0,3,1,2,2,1,1673,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,1,4,4,3,2,2,1674,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Computing,Halls,0,1,2,2,2,2,2,1675,No,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,0,1,3,1,3,2,2,1676,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residences,0,4,2,5,5,2,2,1677,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,0,1,1,2,4,2,1,1678,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Science,Halls,5,1,3,4,2,3,2,1679,No,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,1,2,6,4,4,1,1,1680,Yes,Yes,Yes,Yes,No,No
UGRD,Foreigner,Malaysia,4,M,School of Arts & Social Science,Halls,2,2,3,4,2,1,2,1681,Yes,No,Yes,No,No,No
GRAD,Country Citizen,Singapore,1,M,School of International Science,Out of Campus,4,1,3,6,4,2,2,1682,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,M,School of Science,Halls,3,3,5,2,5,1,2,1683,Yes,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,3,M,School of Science,Out of Campus,0,1,3,1,1,1,2,1684,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Science,Out of Campus,1,2,2,5,2,3,2,1685,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Computing,Residential Colleges,2,2,5,6,2,2,2,1686,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Halls,0,1,2,2,3,2,2,1687,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Design & Environment,Out of Campus,3,0,2,4,2,2,2,1688,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Computing,Halls,0,3,5,2,3,2,2,1689,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Medicine1,Out of Campus,1,3,2,3,2,2,3,1690,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Design & Environment,Halls,0,1,3,2,5,2,1,1691,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Science,Halls,1,3,2,2,3,2,2,1692,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Out of Campus,1,1,5,2,5,2,2,1693,No,Yes,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Residential Colleges,5,4,6,3,6,2,1,1694,Yes,Yes,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,3,F,School of Design & Environment,Out of Campus,3,1,1,2,5,2,2,1695,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,3,2,2,2,3,1,1,1696,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,3,1,3,4,7,2,2,1697,No,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Business School,Out of Campus,2,3,2,2,3,1,2,1698,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,4,1,2,5,3,2,1,1699,Yes,No,Yes,No,No,No
UGRD,Foreigner,Malaysia,1,F,School of Arts & Social Science,Halls,2,2,2,5,3,2,2,1700,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,2,0,2,2,5,1,2,1701,No,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,0,1,3,3,8,2,2,1702,No,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,1,1,1,1,4,2,2,1703,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Out of Campus,2,1,4,2,2,2,3,1704,Yes,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,2,2,2,2,4,2,3,1705,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Business School,Out of Campus,1,1,1,1,6,2,2,1706,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Design & Environment,Out of Campus,2,2,4,2,5,2,1,1707,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Residential Colleges,0,2,2,2,4,2,2,1708,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,1,1,1,2,3,1,2,1709,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Residential Colleges,0,2,2,1,3,2,1,1710,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Computing,Halls,1,1,3,2,7,2,2,1711,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residences,1,1,3,8,3,2,2,1712,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,M,School of Science,Out of Campus,2,2,3,4,3,2,1,1713,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,2,2,1,2,1,2,1,1714,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Out of Campus,2,2,1,3,2,2,2,1715,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Design & Environment,Out of Campus,0,2,4,6,4,2,2,1716,Yes,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residential Colleges,0,2,1,6,4,2,1,1717,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Business School,Out of Campus,2,2,2,3,5,2,2,1718,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Business School,Out of Campus,0,2,2,3,1,1,2,1719,No,Yes,No,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,3,0,3,2,5,2,2,1720,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,2,1,2,2,1,2,2,1721,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Computing,Out of Campus,0,1,2,2,2,2,1,1722,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,4,2,1,5,1,2,2,1723,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,1,0,3,4,4,1,1,1724,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,1,1,3,2,2,2,1725,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Halls,2,3,3,2,5,2,2,1726,No,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,2,1,2,2,2,2,1,1727,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,0,3,4,4,1,2,1728,No,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,4,2,2,6,3,2,3,1729,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Halls,3,1,2,3,1,2,2,1730,No,No,No,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,2,1,5,2,4,3,1,1731,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Medicine1,Out of Campus,2,0,2,5,4,2,2,1732,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,M,School of Business School,Out of Campus,1,2,3,3,7,1,2,1733,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,3,2,4,4,5,1,2,1734,Yes,No,No,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Out of Campus,0,0,3,4,3,2,1,1735,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,1,3,2,2,3,1,2,1736,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,4,2,2,2,2,2,2,1737,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,4,4,1,8,2,2,1738,Yes,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,3,F,School of Dentistry,Halls,0,2,2,2,3,1,2,1739,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Arts & Social Science,Out of Campus,0,0,2,1,2,2,2,1740,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,0,2,2,3,4,2,2,1741,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,1,1,4,5,6,1,1,1742,No,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Foreign College,Out of Campus,0,1,3,2,6,2,1,1743,No,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Halls,2,2,3,2,4,0,2,1744,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Residential Colleges,0,1,2,2,1,0,1,1745,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Out of Campus,0,2,1,2,5,2,1,1746,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Halls,0,2,3,1,4,2,2,1747,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Out of Campus,0,1,1,1,1,2,2,1748,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,3,4,2,6,2,2,1749,Yes,Yes,Yes,Yes,Yes,Yes
GRAD,Country Citizen,Singapore,1,F,School of Design & Environment,Out of Campus,1,1,1,2,1,0,0,1750,Yes,No,No,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,1,0,4,3,1,2,1,1751,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Business School,Out of Campus,2,1,3,2,2,3,3,1752,No,Yes,Yes,Yes,No,No
UGRD,Foreigner,Viet Nam,2,F,School of Computing,Halls,0,3,3,2,2,2,2,1753,Yes,Yes,Yes,No,No,No
UGRD,Foreigner,Viet Nam,4,F,School of Science,Out of Campus,3,2,2,5,1,2,2,1754,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,1,1,2,2,3,2,1,1755,Yes,No,Yes,Yes,No,No
